[Mon Apr 11 09:20:15.826728 2016] [:error] [pid 6016:tid 1664] [client 127.0.0.1:55450] PHP Notice:  Undefined index: user in D:\\Projects\\Work\\myfirstproject\\init.php on line 27
[Wed Apr 13 17:16:22.919786 2016] [:error] [pid 628:tid 1656] [client 127.0.0.1:55528] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Wed Apr 13 17:16:54.528950 2016] [:error] [pid 628:tid 1648] [client 127.0.0.1:55544] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Wed Apr 13 17:17:03.404032 2016] [:error] [pid 628:tid 1656] [client 127.0.0.1:55550] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Wed Apr 13 17:18:28.896043 2016] [:error] [pid 628:tid 1648] [client 127.0.0.1:55580] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20
[Thu Apr 14 08:56:39.840147 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:49637] PHP Notice:  Undefined index: user in D:\\Projects\\Work\\myfirstproject\\init.php on line 27
[Thu Apr 14 08:56:39.841147 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:49637] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20
[Thu Apr 14 08:56:39.841147 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:49637] PHP Notice:  Undefined index: user in D:\\Projects\\Work\\myfirstproject\\init.php on line 27
[Thu Apr 14 08:57:09.132571 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:49654] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 08:59:56.992005 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:49678] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:01:54.792737 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:49695] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:02:03.366860 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:49701] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:02:31.329319 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51387] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:02:40.536447 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51394] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:02:46.435556 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51400] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:02:56.054666 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51406] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:03:43.608092 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51419] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:03:57.921215 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51428] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:06:52.061675 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51442] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:07:31.997849 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51453] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:09:12.324247 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51464] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:33:03.564841 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:64723] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:33:24.201963 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:64733] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:33:49.502092 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:64743] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:33:55.094180 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:64743] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:34:01.524291 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:64743] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:42:31.221589 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:64832] PHP Parse error:  syntax error, unexpected '?>', expecting '(' in D:\\Projects\\Work\\myfirstproject\\admin.php on line 61, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:42:32.639605 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:64832] PHP Parse error:  syntax error, unexpected '?>', expecting '(' in D:\\Projects\\Work\\myfirstproject\\admin.php on line 61, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:42:33.365620 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:64832] PHP Parse error:  syntax error, unexpected '?>', expecting '(' in D:\\Projects\\Work\\myfirstproject\\admin.php on line 61, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:42:42.963711 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:64834] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:43:10.156847 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:64842] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 09:43:30.268971 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:64854] PHP Warning:  mysqli_fetch_assoc(): Couldn't fetch mysqli_result in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 10:18:09.267249 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:64828] PHP Fatal error:  Cannot redeclare getUserRows() (previously declared in D:\\Projects\\Work\\myfirstproject\\admin.php:13) in D:\\Projects\\Work\\myfirstproject\\init.php on line 130, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 10:18:36.110784 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:64841] PHP Warning:  mysqli_fetch_assoc(): Couldn't fetch mysqli_result in D:\\Projects\\Work\\myfirstproject\\init.php on line 124, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 10:20:29.519271 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:64890] PHP Warning:  mysqli_fetch_assoc(): Couldn't fetch mysqli_result in D:\\Projects\\Work\\myfirstproject\\init.php on line 124, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 10:20:57.332861 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:64897] PHP Warning:  mysqli_fetch_assoc(): Couldn't fetch mysqli_result in D:\\Projects\\Work\\myfirstproject\\init.php on line 119, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 10:48:44.145871 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:65412] PHP Warning:  mysqli_fetch_assoc(): Couldn't fetch mysqli_result in D:\\Projects\\Work\\myfirstproject\\init.php on line 119, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 10:48:59.041086 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:65423] PHP Warning:  mysqli_fetch_assoc(): Couldn't fetch mysqli_result in D:\\Projects\\Work\\myfirstproject\\init.php on line 119, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 10:49:23.752224 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:65431] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\init.php on line 115, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 10:52:58.180967 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:65524] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\init.php on line 115, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 10:53:33.280346 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:65533] PHP Warning:  mysqli_fetch_assoc(): Couldn't fetch mysqli_result in D:\\Projects\\Work\\myfirstproject\\init.php on line 119, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 10:57:30.170031 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:49256] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\init.php on line 124, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 10:57:30.171031 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:49256] PHP Notice:  Undefined variable: userRow in D:\\Projects\\Work\\myfirstproject\\init.php on line 130, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 10:57:35.319116 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:49256] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\init.php on line 125, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 10:57:55.992269 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:49278] PHP Warning:  mysqli_num_rows() expects exactly 1 parameter, 2 given in D:\\Projects\\Work\\myfirstproject\\init.php on line 125, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 11:26:36.732046 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:49716] PHP Notice:  Undefined variable: userRow in D:\\Projects\\Work\\myfirstproject\\admin.php on line 44, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 11:27:43.699864 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:49746] PHP Warning:  Missing argument 1 for getUserRows(), called in D:\\Projects\\Work\\myfirstproject\\admin.php on line 45 and defined in D:\\Projects\\Work\\myfirstproject\\init.php on line 113, referer: http://local.myfirstproject.ro/login.php
